SKU,ItemDescription,Series,ItemGroup,Category,L,W,H,D,Colour,Material,Tags,CreatedDate,LastUpdate
"<span class=""expander""  >TPNUMB-4WH</span>","<span class=""expander""  >Angka 4-Off White</span>","Pillow Angka ",," Home Décor ",40,40,10,," Off White ","Baby Canvas",,"11-03-2014 13:05:04","11-03-2014 13:05:04"
"<span class=""expander""  >TPNUMB-4KH</span>","<span class=""expander""  >Angka 4-Khaki</span>","Pillow Angka ",," Home Décor ",40,40,10,," Khaki ","Baby Canvas",,"11-03-2014 13:05:04","11-03-2014 13:05:04"
"<span class=""expander""  >TPNUMB-4GR</span>","<span class=""expander""  >Angka 4-Grey</span>","Pillow Angka ",," Home Décor ",40,40,10,," Grey ","Baby Canvas",,"11-03-2014 13:05:04","11-03-2014 13:05:04"
"<span class=""expander""  >TPNUMB-4DB</span>","<span class=""expander""  >Angka 4-Dark Blue</span>","Pillow Angka ",," Home Décor ",40,40,10,," Dark Blue ","Baby Canvas",,"11-03-2014 13:05:04","11-03-2014 13:05:04"
"<span class=""expander""  >TPNUMB-4ORG</span>","<span class=""expander""  >Angka 4-Orange</span>","Pillow Angka ",," Home Décor ",40,40,10,," Orange ","Baby Canvas",,"11-03-2014 13:05:04","11-03-2014 13:05:04"
"<span class=""expander""  >TPNUMB-4RE</span>","<span class=""expander""  >Angka 4-Red</span>","Pillow Angka ",," Home Décor ",40,40,10,," Red ","Baby Canvas",,"11-03-2014 13:05:04","11-03-2014 13:05:04"
"<span class=""expander""  >TPNUMB-3KH</span>","<span class=""expander""  >Angka 3-Khaki</span>","Pillow Angka ",," Home Décor ",40,40,10,," Khaki ","Baby Canvas",,"11-03-2014 13:05:04","11-03-2014 13:05:04"
"<span class=""expander""  >TPNUMB-3WH</span>","<span class=""expander""  >Angka 3-Off White</span>","Pillow Angka ",," Home Décor ",40,40,10,," Off White ","Baby Canvas",,"11-03-2014 13:05:04","11-03-2014 13:05:04"
"<span class=""expander""  >TPNUMB-3GR</span>","<span class=""expander""  >Angka 3-Grey</span>","Pillow Angka ",," Home Décor ",40,40,10,," Grey ","Baby Canvas",,"11-03-2014 13:05:04","11-03-2014 13:05:04"
"<span class=""expander""  >TPNUMB-3DB</span>","<span class=""expander""  >Angka 3-Dark Blue</span>","Pillow Angka ",," Home Décor ",40,40,10,," Dark Blue ","Baby Canvas",,"11-03-2014 13:05:04","11-03-2014 13:05:04"
"<span class=""expander""  >TPNUMB-3ORG</span>","<span class=""expander""  >Angka 3-Orange</span>","Pillow Angka ",," Home Décor ",40,40,10,," Orange ","Baby Canvas",,"11-03-2014 13:05:04","11-03-2014 13:05:04"
"<span class=""expander""  >TPNUMB-3RE</span>","<span class=""expander""  >Angka 3-Red</span>","Pillow Angka ",," Home Décor ",40,40,10,," Red ","Baby Canvas",,"11-03-2014 13:05:04","11-03-2014 13:05:04"
"<span class=""expander""  >TPNUMB-2WH</span>","<span class=""expander""  >Angka 2-Off White</span>","Pillow Angka ",," Home Décor ",40,40,10,," Off White ","Baby Canvas",,"11-03-2014 13:05:04","11-03-2014 13:05:04"
"<span class=""expander""  >TPNUMB-2KH</span>","<span class=""expander""  >Angka 2-Khaki</span>","Pillow Angka ",," Home Décor ",40,40,10,," Khaki ","Baby Canvas",,"11-03-2014 13:05:04","11-03-2014 13:05:04"
"<span class=""expander""  >TPNUMB-2GR</span>","<span class=""expander""  >Angka 2-Grey</span>","Pillow Angka ",," Home Décor ",40,40,10,," Grey ","Baby Canvas",,"11-03-2014 13:05:04","11-03-2014 13:05:04"
"<span class=""expander""  >TPNUMB-2DB</span>","<span class=""expander""  >Angka 2-Dark Blue</span>","Pillow Angka ",," Home Décor ",40,40,10,," Dark Blue ","Baby Canvas",,"11-03-2014 13:05:04","11-03-2014 13:05:04"
"<span class=""expander""  >TPNUMB-2ORG</span>","<span class=""expander""  >Angka 2-Orange</span>","Pillow Angka ",," Home Décor ",40,40,10,," Orange ","Baby Canvas",,"11-03-2014 13:05:04","11-03-2014 13:05:04"
"<span class=""expander""  >TPNUMB-2RE</span>","<span class=""expander""  >Angka 2-Red</span>","Pillow Angka ",," Home Décor ",40,40,10,," Red ","Baby Canvas",,"11-03-2014 13:05:04","11-03-2014 13:05:04"
"<span class=""expander""  >TPNUMB-1WH</span>","<span class=""expander""  >Angka 1-Off White</span>","Pillow Angka ",," Home Décor ",40,40,10,," Off White ","Baby Canvas",,"11-03-2014 13:05:04","11-03-2014 13:05:04"
"<span class=""expander""  >TPNUMB-1KH</span>","<span class=""expander""  >Angka 1-Khaki</span>","Pillow Angka ",," Home Décor ",40,40,10,," Khaki ","Baby Canvas",,"11-03-2014 13:05:04","11-03-2014 13:05:04"
"<span class=""expander""  >TPNUMB-1GR</span>","<span class=""expander""  >Angka 1-Grey</span>","Pillow Angka ",," Home Décor ",40,40,10,," Grey ","Baby Canvas",,"11-03-2014 13:05:04","11-03-2014 13:05:04"
"<span class=""expander""  >TPNUMB-1DB</span>","<span class=""expander""  >Angka 1-Dark Blue</span>","Pillow Angka ",," Home Décor ",40,40,10,," Dark Blue ","Baby Canvas",,"11-03-2014 13:05:04","11-03-2014 13:05:04"
"<span class=""expander""  >TPNUMB-1ORG</span>","<span class=""expander""  >Angka 1-Orange</span>","Pillow Angka ",," Home Décor ",40,40,10,," Orange ","Baby Canvas",,"11-03-2014 13:05:04","11-03-2014 13:05:04"
"<span class=""expander""  >TPNUMB-1RE</span>","<span class=""expander""  >Angka 1-Red</span>","Pillow Angka ",," Home Décor ",40,40,10,," Red ","Baby Canvas",,"11-03-2014 13:05:04","11-03-2014 13:05:04"
"<span class=""expander""  >TPNUMB-OWH</span>","<span class=""expander""  >Angka 0-Off White</span>","Pillow Angka ",," Home Décor ",40,40,10,," Off White ","Baby Canvas",,"11-03-2014 13:05:04","11-03-2014 13:05:04"
"<span class=""expander""  >TPNUMB-OKH</span>","<span class=""expander""  >Angka 0-Khaki</span>","Pillow Angka ",," Home Décor ",40,40,10,," Khaki ","Baby Canvas",,"11-03-2014 13:05:04","11-03-2014 13:05:04"
"<span class=""expander""  >TPNUMB-OGR</span>","<span class=""expander""  >Angka 0-Grey</span>","Pillow Angka ",," Home Décor ",40,40,10,," Grey ","Baby Canvas",,"11-03-2014 13:05:04","11-03-2014 13:05:04"
"<span class=""expander""  >TPNUMB-ODB</span>","<span class=""expander""  >Angka 0-Dark Blue</span>","Pillow Angka ",," Home Décor ",40,40,10,," Dark Blue ","Baby Canvas",,"11-03-2014 13:05:04","11-03-2014 13:05:04"
"<span class=""expander""  >TPNUMB-OORG</span>","<span class=""expander""  >Angka 0-Orange</span>","Pillow Angka ",," Home Décor ",40,40,10,," Orange ","Baby Canvas",,"11-03-2014 13:05:04","11-03-2014 13:05:04"
"<span class=""expander""  >TPNUMB-ORE</span>","<span class=""expander""  >Angka 0-Red</span>","Pillow Angka ",," Home Décor ",40,40,10,," Red ","Baby Canvas",,"11-03-2014 13:05:04","11-03-2014 13:05:04"
"<span class=""expander""  >TPCOP-GRO25</span>","<span class=""expander""  >Couple - Growth Old</span>","Pillow Valentine Serries",," Home Décor ",25,40,10,," Brown ","Baby Canvas",,"11-03-2014 13:05:04","11-03-2014 13:05:04"
"<span class=""expander""  >TPCOP-GRO</span>","<span class=""expander""  >Couple - Growth Old 40x40</span>","Pillow Valentine Serries",," Home Décor ",40,40,10,," Brown ","Baby Canvas",,"11-03-2014 13:05:04","11-03-2014 13:05:04"
"<span class=""expander""  >TPCOP-HOLD25</span>","<span class=""expander""  >Hold Hand</span>","Pillow Valentine Serries",," Home Décor ",25,40,10,," Red ","Baby Canvas",,"11-03-2014 13:05:04","11-03-2014 13:05:04"
"<span class=""expander""  >TPCOP-CUPID</span>","<span class=""expander""  >Couple - Cupid</span>","Pillow Valentine Serries",," Home Décor ",6,,,36,,"Baby Canvas",,"11-03-2014 13:05:04","11-03-2014 13:05:04"
"<span class=""expander""  >TPCOP-HOLD</span>","<span class=""expander""  >Hold Hand</span>","Pillow Valentine Serries",," Home Décor ",40,40,10,," Red ","Baby Canvas",,"11-03-2014 13:05:04","11-03-2014 13:05:04"
"<span class=""expander""  >TPCOP-LOVE25</span>","<span class=""expander""  >PS I Love You</span>","Pillow Valentine Serries",," Home Décor ",25,40,10,," Blue ","Baby Canvas",,"11-03-2014 13:05:04","11-03-2014 13:05:04"
"<span class=""expander""  >TPCOP-LOVE</span>","<span class=""expander""  >PS I Love You 40x40</span>","Pillow Valentine Serries",," Home Décor ",40,40,10,," Blue ","Baby Canvas",,"11-03-2014 13:05:04","11-03-2014 13:05:04"
"<span class=""expander""  >TPSIGN-SPEAK</span>","<span class=""expander""  >Don't Speak</span>","Pillow Sign",," Home Décor ",6,,,36," Red ","Tetoron Rayon",,"11-03-2014 13:05:04","11-03-2014 13:05:04"
"<span class=""expander""  >TPSIGN-PRK</span>","<span class=""expander""  >Don't Loud</span>","Pillow Sign",," Home Décor ",6,,,36," Red ","Tetoron Rayon",,"11-03-2014 13:05:04","11-03-2014 13:05:04"
"<span class=""expander""  >TPCU-MAKING</span>","<span class=""expander""  >Pillow Caution-Making Love</span>","Pillow Caution",," Home Décor ",35,40,10,," Yellow ","Tetoron Rayon",,"11-03-2014 13:05:04","11-03-2014 13:05:04"
"<span class=""expander""  >TPSIGN-STOP</span>","<span class=""expander""  >Stop</span>","Pillow Sign",," Home Décor ",6,,,36," Red ","Tetoron Rayon",,"11-03-2014 13:05:04","11-03-2014 13:05:04"
"<span class=""expander""  >TPCU-SLEEP</span>","<span class=""expander""  >Pillow Caution-Sleepiness</span>","Pillow Caution",," Home Décor ",35,40,10,," Yellow ","Tetoron Rayon",,"11-03-2014 13:05:04","11-03-2014 13:05:04"
"<span class=""expander""  >TPCU-FRIEND</span>","<span class=""expander""  >Pillow Caution-Friend Only</span>","Pillow Caution",," Home Décor ",35,40,10,," Yellow ","Tetoron Rayon",,"11-03-2014 13:05:04","11-03-2014 13:05:04"
"<span class=""expander""  >TPCU-POISON</span>","<span class=""expander""  >Pillow Caution-Poison</span>","Pillow Caution",," Home Décor ",35,40,10,," Yellow ","Tetoron Rayon",,"11-03-2014 13:05:04","11-03-2014 13:05:04"
"<span class=""expander""  >TPCU-WEARING</span>","<span class=""expander""  >Pillow Caution-Wearing</span>","Pillow Caution",," Home Décor ",35,40,10,," Yellow ","Tetoron Rayon",,"11-03-2014 13:05:04","11-03-2014 13:05:04"
"<span class=""expander""  >TPCU-GLOBAL</span>","<span class=""expander""  >Pillow Caution-Global Warning</span>","Pillow Caution",," Home Décor ",35,40,10,," Yellow ","Tetoron Rayon",,"11-03-2014 13:05:04","11-03-2014 13:05:04"
"<span class=""expander""  >TPCU-DO</span>","<span class=""expander""  >Pillow Caution-Do Not Touch</span>","Pillow Caution",," Home Décor ",35,40,10,," Yellow ","Tetoron Rayon",,"11-03-2014 13:05:04","11-03-2014 13:05:04"
,"<span class=""expander""  >Lace </span>","Pillow 25x57",," Home Décor ",25,40,10,," Black "," Baby Canvas ",,"11-03-2014 13:05:04","11-03-2014 13:05:04"
"<span class=""expander""  >TPSAYS-ORNG25</span>","<span class=""expander""  >Pillow Says-Orange</span>","Pillow 25x56",," Home Décor ",25,40,10,," Orange ","Tetoron Rayon",,"11-03-2014 13:05:04","11-03-2014 13:05:04"
"<span class=""expander""  >TPSAYS-WASABI25</span>","<span class=""expander""  >Pillow Says-Wasabi</span>","Pillow 25x54",," Home Décor ",25,40,10,," Green ","Tetoron Rayon",,"11-03-2014 13:05:04","11-03-2014 13:05:04"
"<span class=""expander""  >TPSAYS-GRAS25</span>","<span class=""expander""  >Pillow Says-Grass</span>","Pillow 25x55",," Home Décor ",25,40,10,," Green ","Tetoron Rayon",,"11-03-2014 13:05:04","11-03-2014 13:05:04"
"<span class=""expander""  >TPSAYS-PINK25</span>","<span class=""expander""  >Pillow Says-Pink</span>","Pillow 25x53",," Home Décor ",25,40,10,," Pink ","Tetoron Rayon",,"11-03-2014 13:05:04","11-03-2014 13:05:04"
"<span class=""expander""  >TPTALK-TONIGHT25</span>","<span class=""expander""  >Pillow Talk-Tonight-not tonight</span>","Pillow 25x52",," Home Décor ",25,40,10,," Dark Blue ","Tetoron Rayon",,"11-03-2014 13:05:04","11-03-2014 13:05:04"
"<span class=""expander""  >TPSAYS-FRUIT25</span>","<span class=""expander""  >Pillow Says-Passion Fruit</span>","Pillow 25x51",," Home Décor ",25,40,10,," Yellow ","Tetoron Rayon",,"11-03-2014 13:05:04","11-03-2014 13:05:04"
"<span class=""expander""  >TPSAYS-OCEAN25</span>","<span class=""expander""  >Pillow Says-Ocean</span>","Pillow 25x50",," Home Décor ",25,40,10,," Dark Blue ","Tetoron Rayon",,"11-03-2014 13:05:04","11-03-2014 13:05:04"
"<span class=""expander""  >TPSAYS-CLOUDS25</span>","<span class=""expander""  >Pillow Says-Clouds</span>","Pillow 25x49",," Home Décor ",25,40,10,," Blue ","Tetoron Rayon",,"11-03-2014 13:05:04","11-03-2014 13:05:04"
"<span class=""expander""  >TPTALK-STARTING25</span>","<span class=""expander""  >Pillow Talk-Starthing is everything</span>","Pillow 25x48",," Home Décor ",25,40,10,," Yellow ","Tetoron Rayon",,"11-03-2014 13:05:04","11-03-2014 13:05:04"
"<span class=""expander""  >TPTALK-SSH25</span>","<span class=""expander""  >Pillow Talk - sssh…</span>","Pillow 25x47",," Home Décor ",25,40,10,," Dark Grey ","Tetoron Rayon",,"11-03-2014 13:05:04","11-03-2014 13:05:04"
"<span class=""expander""  >TPTALK-MMH25</span>","<span class=""expander""  >Pillow Talk - mmmh…</span>","Pillow 25x46",," Home Décor ",25,40,10,," Dark Grey ","Tetoron Rayon",,"11-03-2014 13:05:04","11-03-2014 13:05:04"
"<span class=""expander""  >TPBV-JRK25</span>","<span class=""expander""  >Pillow Beverages-Es Jeruk</span>","Pillow 25x45",," Home Décor ",25,40,10,," Yellow ","Tetoron Rayon",,"11-03-2014 13:05:04","11-03-2014 13:05:04"
"<span class=""expander""  >TPBV-KOPI25</span>","<span class=""expander""  >Pillow Beverages-Kopi Tubruk</span>","Pillow 25x44",," Home Décor ",25,40,10,," Black ","Tetoron Rayon",,"11-03-2014 13:05:04","11-03-2014 13:05:04"
"<span class=""expander""  >TPBV-SKM25</span>","<span class=""expander""  >Pillow Beverages-Susu Kental manis</span>","Pillow 25x43",," Home Décor ",25,40,10,," Off White ","Tetoron Rayon",,"11-03-2014 13:05:04","11-03-2014 13:05:04"
"<span class=""expander""  >TPBV-SODA25</span>","<span class=""expander""  >Pillow Beverages-Soda Gembira</span>","Pillow 25x41",," Home Décor ",25,40,10,," Pink ","Tetoron Rayon",,"11-03-2014 13:05:04","11-03-2014 13:05:04"
"<span class=""expander""  >TPBV-SUSU25</span>","<span class=""expander""  >Pillow Beverages-Susu Sapi</span>","Pillow 25x42",," Home Décor ",25,40,10,," Blue ","Tetoron Rayon",,"11-03-2014 13:05:04","11-03-2014 13:05:04"
"<span class=""expander""  >TPSAVE-KKTUA</span>","<span class=""expander""  >Pillow Animal-Kakatua</span>","Pillow 40x65",," Home Décor ",40,40,10,," White-Black "," Canvas ",,"11-03-2014 13:05:04","11-03-2014 13:05:04"
"<span class=""expander""  >TPSAVE-BADAKC</span>","<span class=""expander""  >Pillow Animal-Badak Cream</span>","Pillow 40x64",," Home Décor ",40,40,10,," Cream-White "," Canvas ",,"11-03-2014 13:05:04","11-03-2014 13:05:04"
"<span class=""expander""  >TPSAVE-BADAK</span>","<span class=""expander""  >Pillow Animal-Badak</span>","Pillow 40x63",," Home Décor ",40,40,10,," Cream-Balck "," Canvas ",,"11-03-2014 13:05:04","11-03-2014 13:05:04"
"<span class=""expander""  >TPSAVE-PAUS</span>","<span class=""expander""  >Pillow Animal-Paus</span>","Pillow 40x62",," Home Décor ",40,40,10,," Blue "," Canvas ",,"11-03-2014 13:05:04","11-03-2014 13:05:04"
"<span class=""expander""  >TPSAYS-PINK</span>","<span class=""expander""  >Pillow Says - Pink</span>","Pillow 40x61",," Home Décor ",40,40,10,," Pink ","Tetoron Rayon",,"11-03-2014 13:05:04","11-03-2014 13:05:04"
"<span class=""expander""  >TPTALK-TONIGHT</span>","<span class=""expander""  >Pillow Talk - Tonight-not tonight</span>","Pillow 40x60",," Home Décor ",40,40,10,," Dark Grey ","Tetoron Rayon",,"11-03-2014 13:05:04","11-03-2014 13:05:04"
"<span class=""expander""  >TPTRS-VPWH</span>","<span class=""expander""  >Pillow Transport - Vespa </span>","Pillow 40x59",," Home Décor ",40,40,10,," White "," Combed ",,"11-03-2014 13:05:04","11-03-2014 13:05:04"
"<span class=""expander""  >TPTRS-VPBL</span>","<span class=""expander""  >Pillow Transport - Vespa </span>","Pillow 40x58",," Home Décor ",40,40,10,," Blue "," Combed ",,"11-03-2014 13:05:04","11-03-2014 13:05:04"
"<span class=""expander""  >TPTRS-VWCR</span>","<span class=""expander""  >Pillow Transport - VW </span>","Pillow 40x56",," Home Décor ",40,40,10,," Cream "," Combed ",,"11-03-2014 13:05:04","11-03-2014 13:05:04"
"<span class=""expander""  >TPTRS-VWBL</span>","<span class=""expander""  >Pillow Transport - VW</span>","Pillow 40x57",," Home Décor ",40,40,10,," Blue "," Combed ",,"11-03-2014 13:05:04","11-03-2014 13:05:04"
"<span class=""expander""  >TPTRS-BAJ</span>","<span class=""expander""  >Pillow Transport - Bajaj</span>","Pillow 40x55",," Home Décor ",40,40,10,," Orange "," Combed ",,"11-03-2014 13:05:04","11-03-2014 13:05:04"
"<span class=""expander""  >TPTRS-TRANS</span>","<span class=""expander""  >Pillow Transport - Trans</span>","Pillow 40x54",," Home Décor ",40,40,10,," Yellow "," Combed ",,"11-03-2014 13:05:04","11-03-2014 13:05:04"
"<span class=""expander""  >TPSAYS-CLOUDS</span>","<span class=""expander""  >Pillow Says - Clouds</span>","Pillow 40x53",," Home Décor ",40,40,10,," Blue ","Tetoron Rayon",,"11-03-2014 13:05:04","11-03-2014 13:05:04"
"<span class=""expander""  >TPSAYS-OCEAN</span>","<span class=""expander""  >Pillow Says - Ocean</span>","Pillow 40x52",," Home Décor ",40,40,10,," Dark Blue ","Tetoron Rayon",,"11-03-2014 13:05:04","11-03-2014 13:05:04"
"<span class=""expander""  >TPBV-JRK40</span>","<span class=""expander""  >Pillow Beverages-Es Jeruk</span>","Pillow 40x51",," Home Décor ",40,40,10,," Yellow ","Tetoron Rayon",,"11-03-2014 13:05:04","11-03-2014 13:05:04"
"<span class=""expander""  >TPBV-SKM40</span>","<span class=""expander""  >Pillow Beverages-Susu kental Manis</span>","Pillow 40x49",," Home Décor ",40,40,10,," Off White ","Tetoron Rayon",,"11-03-2014 13:05:04","11-03-2014 13:05:04"
"<span class=""expander""  >TPBV-KOPI40</span>","<span class=""expander""  >Pillow Beverages-Kopi Tubruk</span>","Pillow 40x50",," Home Décor ",40,40,10,," Black ","Tetoron Rayon",,"11-03-2014 13:05:04","11-03-2014 13:05:04"
"<span class=""expander""  >TPBV-SUSU40</span>","<span class=""expander""  >Pillow Beverages-Susu sapi</span>","Pillow 40x48",," Home Décor ",40,40,10,," Blue ","Tetoron Rayon",,"11-03-2014 13:05:04","11-03-2014 13:05:04"
"<span class=""expander""  >TPBV-SODA40</span>","<span class=""expander""  >Pillow Beverages-Soda Gembira</span>","Pillow 40x47",," Home Décor ",40,40,10,," Pink ","Tetoron Rayon",,"11-03-2014 13:05:04","11-03-2014 13:05:04"
"<span class=""expander""  >TPFL-BRAIN</span>","<span class=""expander""  >Pillow Film - With my Brain </span>","Pillow 40x46",," Home Décor ",40,40,10,," Green ","Tetoron Rayon",,"11-03-2014 13:05:04","11-03-2014 13:05:04"
"<span class=""expander""  >TPFL-SOME</span>","<span class=""expander""  >Pillow Film - Sometimes </span>","Pillow 40x45",," Home Décor ",40,40,10,," Red ","Tetoron Rayon",,"11-03-2014 13:05:04","11-03-2014 13:05:04"
"<span class=""expander""  >TPFL-INF</span>","<span class=""expander""  >Pillow Film - To Infinity </span>","Pillow 40x44",," Home Décor ",40,40,10,," Blue ","Tetoron Rayon",,"11-03-2014 13:05:04","11-03-2014 13:05:04"
"<span class=""expander""  >TPTALK-MMH</span>","<span class=""expander""  >Pillow Talk -Mmmh…</span>","Pillow 40x43",," Home Décor ",40,40,10,," Dark Grey ","Tetoron Rayon",,"11-03-2014 13:05:04","11-03-2014 13:05:04"
"<span class=""expander""  >TPTALK-SSH</span>","<span class=""expander""  >Pillow Talk - Sssh…</span>","Pillow 40x42",," Home Décor ",40,40,10,,"Dark Grey ","Tetoron Rayon",,"11-03-2014 13:05:04","11-03-2014 13:05:04"
"<span class=""expander""  >TPTALK-STARTING</span>","<span class=""expander""  >Pillow Talk -Starting is Everything</span>","Pillow 40x41",," Home Décor ",40,40,10,,"Yellow ","Tetoron Rayon",,"11-03-2014 13:05:04","11-03-2014 13:05:04"
"<span class=""expander""  >TPAL-ZCM</span>","<span class=""expander""  >Pillow Alphabet Z</span>","Pillow Alphabet",," Home Décor ",40,40,10,,Cream,"Baby Canvas",,"11-03-2014 13:05:04","11-03-2014 13:05:04"
"<span class=""expander""  >TPAL-ZBL</span>","<span class=""expander""  >Pillow Alphabet Z</span>","Pillow Alphabet",," Home Décor ",40,40,10,,Blue,"Baby Canvas",,"11-03-2014 13:05:04","11-03-2014 13:05:04"
"<span class=""expander""  >TPAL-ZBR</span>","<span class=""expander""  >Pillow Alphabet Z</span>","Pillow Alphabet",," Home Décor ",40,40,10,,Brown,"Baby Canvas",,"11-03-2014 13:05:04","11-03-2014 13:05:04"
"<span class=""expander""  >TPAL-ZBC</span>","<span class=""expander""  >Pillow Alphabet Z</span>","Pillow Alphabet",," Home Décor ",40,40,10,,Black,"Baby Canvas",,"11-03-2014 13:05:04","11-03-2014 13:05:04"
"<span class=""expander""  >TPAL-ZRE</span>","<span class=""expander""  >Pillow Alphabet Z</span>","Pillow Alphabet",," Home Décor ",40,40,10,,Red,"Baby Canvas",,"11-03-2014 13:05:04","11-03-2014 13:05:04"
"<span class=""expander""  >TPAL-YCM</span>","<span class=""expander""  >Pillow Alphabet Y</span>","Pillow Alphabet",," Home Décor ",40,40,10,,Cream,"Baby Canvas",,"11-03-2014 13:05:04","11-03-2014 13:05:04"
"<span class=""expander""  >TPAL-YBR</span>","<span class=""expander""  >Pillow Alphabet Y</span>","Pillow Alphabet",," Home Décor ",40,40,10,,Brown,"Baby Canvas",,"11-03-2014 13:05:04","11-03-2014 13:05:04"
"<span class=""expander""  >TPAL-YBL</span>","<span class=""expander""  >Pillow Alphabet Y</span>","Pillow Alphabet",," Home Décor ",40,40,10,,Blue,"Baby Canvas",,"11-03-2014 13:05:04","11-03-2014 13:05:04"
"<span class=""expander""  >TPAL-YBC</span>","<span class=""expander""  >Pillow Alphabet Y</span>","Pillow Alphabet",," Home Décor ",40,40,10,,Black,"Baby Canvas",,"11-03-2014 13:05:04","11-03-2014 13:05:04"
"<span class=""expander""  >TPAL-YRE</span>","<span class=""expander""  >Pillow Alphabet Y</span>","Pillow Alphabet",," Home Décor ",40,40,10,,Red,"Baby Canvas",,"11-03-2014 13:05:04","11-03-2014 13:05:04"
"<span class=""expander""  >TPAL-XCM</span>","<span class=""expander""  >Pillow Alphabet X</span>","Pillow Alphabet",," Home Décor ",40,40,10,,Cream,"Baby Canvas",,"11-03-2014 13:05:04","11-03-2014 13:05:04"
"<span class=""expander""  >TPAL-XBR</span>","<span class=""expander""  >Pillow Alphabet X</span>","Pillow Alphabet",," Home Décor ",40,40,10,,Brown,"Baby Canvas",,"11-03-2014 13:05:04","11-03-2014 13:05:04"
"<span class=""expander""  >TPAL-XBL</span>","<span class=""expander""  >Pillow Alphabet X</span>","Pillow Alphabet",," Home Décor ",40,40,10,,Blue,"Baby Canvas",,"11-03-2014 13:05:04","11-03-2014 13:05:04"
"<span class=""expander""  >TPAL-XBC</span>","<span class=""expander""  >Pillow Alphabet X</span>","Pillow Alphabet",," Home Décor ",40,40,10,,Black,"Baby Canvas",,"11-03-2014 13:05:04","11-03-2014 13:05:04"
"<span class=""expander""  >TPAL-XRE</span>","<span class=""expander""  >Pillow Alphabet X</span>","Pillow Alphabet",," Home Décor ",40,40,10,,Red,"Baby Canvas",,"11-03-2014 13:05:04","11-03-2014 13:05:04"
